XID,Project Name,Configuration,List Item,Price
382236,Merlin Rise,"2 BHK Apartment
57.31 L - 57.94 L",639 SQ.FT,₹ 57.94 L
382236,Merlin Rise,"3 BHK Apartment
69.73 L - 1.08 Cr",769 SQ.FT,₹ 69.73 L
382236,Merlin Rise,"3 BHK Apartment
69.73 L - 1.08 Cr",770 SQ.FT,₹ 69.82 L
382236,Merlin Rise,"3 BHK Apartment
69.73 L - 1.08 Cr",812 SQ.FT,₹ 73.63 L
382236,Merlin Rise,"3 BHK Apartment
69.73 L - 1.08 Cr",1186 SQ.FT,₹ 1.08 Cr
394931,Raj High Gardens,"1 BHK Apartment
60.75 L",675 SQ.FT,₹ 60.75 L
394931,Raj High Gardens,"2 BHK Apartment
79.2 L - 1.01 Cr",880 SQ.FT,₹ 79.2 L
394931,Raj High Gardens,"2 BHK Apartment
79.2 L - 1.01 Cr",965 SQ.FT,₹ 86.85 L
394931,Raj High Gardens,"2 BHK Apartment
79.2 L - 1.01 Cr",975 SQ.FT,₹ 87.75 L
394931,Raj High Gardens,"2 BHK Apartment
79.2 L - 1.01 Cr",985 SQ.FT,₹ 88.65 L
394931,Raj High Gardens,"2 BHK Apartment
79.2 L - 1.01 Cr",1000 SQ.FT,₹ 90.0 L
394931,Raj High Gardens,"2 BHK Apartment
79.2 L - 1.01 Cr",1065 SQ.FT,₹ 95.85 L
394931,Raj High Gardens,"2 BHK Apartment
79.2 L - 1.01 Cr",1090 SQ.FT,₹ 98.1 L
394931,Raj High Gardens,"2 BHK Apartment
79.2 L - 1.01 Cr",1120 SQ.FT,₹ 1.01 Cr
394931,Raj High Gardens,"3 BHK Apartment
1.33 Cr - 1.52 Cr",1480 SQ.FT,₹ 1.33 Cr
394931,Raj High Gardens,"3 BHK Apartment
1.33 Cr - 1.52 Cr",1500 SQ.FT,₹ 1.35 Cr
394931,Raj High Gardens,"3 BHK Apartment
1.33 Cr - 1.52 Cr",1500 SQ.FT,₹ 1.35 Cr
394931,Raj High Gardens,"3 BHK Apartment
1.33 Cr - 1.52 Cr",1655 SQ.FT,₹ 1.49 Cr
394931,Raj High Gardens,"3 BHK Apartment
1.33 Cr - 1.52 Cr",1685 SQ.FT,₹ 1.52 Cr
404070,DLF The Arbour,"4 BHK Apartment
9.59 Cr - 9.6 Cr",3950 SQ.FT,₹ 9.59 Cr
404070,DLF The Arbour,"4 BHK Apartment
9.59 Cr - 9.6 Cr",3956 SQ.FT,₹ 9.6 Cr
410631,M3M The Cullinan,3 BHK Apartment,3200 SQ.FT,Price on Request
410631,M3M The Cullinan,3 BHK Apartment,3270 SQ.FT,₹ 7.76 Cr
410631,M3M The Cullinan,4 BHK Apartment,4200 SQ.FT,Price on Request
410631,M3M The Cullinan,4 BHK Apartment,4315 SQ.FT,₹ 10.24 Cr
410631,M3M The Cullinan,5 BHK Apartment,5935 SQ.FT,₹ 14.09 Cr
410631,M3M The Cullinan,5 BHK Apartment,6100 SQ.FT,Price on Request
410631,M3M The Cullinan,5 BHK Apartment,6220 SQ.FT,Price on Request
428296,SS Blueroof Sylva,"2 BHK Apartment
81.64 L - 95.69 L",732 SQ.FT,"₹ 81.64 L
i"
428296,SS Blueroof Sylva,"2 BHK Apartment
81.64 L - 95.69 L",857 SQ.FT,"₹ 94.38 L
i"
428296,SS Blueroof Sylva,"2 BHK Apartment
81.64 L - 95.69 L",870 SQ.FT,"₹ 95.69 L
i"
437900,EV 23 Malibu West,"1 BHK Apartment
1.03 Cr - 1.29 Cr",320.12 SQ.FT,"₹ 1.03 Cr
i"
437900,EV 23 Malibu West,"1 BHK Apartment
1.03 Cr - 1.29 Cr",321.09 SQ.FT,"₹ 1.03 Cr
i"
437900,EV 23 Malibu West,"1 BHK Apartment
1.03 Cr - 1.29 Cr",401.39 SQ.FT,"₹ 1.29 Cr
i"
437900,EV 23 Malibu West,"2 BHK Apartment
1.49 Cr - 2 Cr",464.14 SQ.FT,"₹ 1.49 Cr
i"
437900,EV 23 Malibu West,"2 BHK Apartment
1.49 Cr - 2 Cr",482.44 SQ.FT,"₹ 1.55 Cr
i"
437900,EV 23 Malibu West,"2 BHK Apartment
1.49 Cr - 2 Cr",532.28 SQ.FT,"₹ 1.71 Cr
i"
437900,EV 23 Malibu West,"2 BHK Apartment
1.49 Cr - 2 Cr",542.07 SQ.FT,"₹ 1.74 Cr
i"
437900,EV 23 Malibu West,"2 BHK Apartment
1.49 Cr - 2 Cr",597.72 SQ.FT,"₹ 1.92 Cr
i"
437900,EV 23 Malibu West,"2 BHK Apartment
1.49 Cr - 2 Cr",622.48 SQ.FT,"₹ 2.0 Cr
i"
437900,EV 23 Malibu West,"3 BHK Apartment
2.67 Cr - 2.9 Cr",767.14 SQ.FT,"₹ 2.67 Cr
i"
437900,EV 23 Malibu West,"3 BHK Apartment
2.67 Cr - 2.9 Cr",832.05 SQ.FT,"₹ 2.9 Cr
i"
178479,Keya Life By The Lake,4 BHK Villa,3300 SQ.FT,Price on Request
178479,Keya Life By The Lake,4 BHK Villa,3920 SQ.FT,Price on Request
178479,Keya Life By The Lake,4 BHK Villa,4300 SQ.FT,Price on Request
178479,Keya Life By The Lake,4 BHK Villa,4330 SQ.FT,Price on Request
178479,Keya Life By The Lake,4 BHK Villa,4450 SQ.FT,Price on Request
178479,Keya Life By The Lake,"4 BHK Villament
4.42 Cr",3320 SQ.FT,₹ 4.42 Cr
178479,Keya Life By The Lake,"4 BHK Apartment
3.88 Cr - 4.23 Cr",3880 SQ.FT,₹ 3.88 Cr
178479,Keya Life By The Lake,"4 BHK Apartment
3.88 Cr - 4.23 Cr",4490 SQ.FT,₹ 4.18 Cr
178479,Keya Life By The Lake,"4 BHK Apartment
3.88 Cr - 4.23 Cr",4700 SQ.FT,₹ 4.23 Cr
178479,Keya Life By The Lake,"5 BHK Villament
4.16 Cr",4520 SQ.FT,₹ 4.16 Cr
178479,Keya Life By The Lake,5 BHK Villa,4610 SQ.FT,Price on Request
178479,Keya Life By The Lake,"5 BHK Penthouse
4.4 Cr",5500 SQ.FT,₹ 4.4 Cr
396695,JRC Wild Woods,"3 BHK Apartment
2.28 Cr",2100 SQ.FT,"₹ 2.28 Cr
i"
396695_phase_1,JRC Wild Woods Block A B C,"3 BHK Apartment
2.28 Cr",2100 SQ.FT,"₹ 2.28 Cr
i"
396925,Majestique Ornate,"3 BHK Apartment
1.61 Cr - 2.13 Cr",1075.31 SQ.FT,₹ 1.61 Cr
396925,Majestique Ornate,"3 BHK Apartment
1.61 Cr - 2.13 Cr",1141 SQ.FT,₹ 1.71 Cr
396925,Majestique Ornate,"3 BHK Apartment
1.61 Cr - 2.13 Cr",1174.45 SQ.FT,₹ 1.76 Cr
396925,Majestique Ornate,"3 BHK Apartment
1.61 Cr - 2.13 Cr",1181.99 SQ.FT,₹ 1.77 Cr
396925,Majestique Ornate,"3 BHK Apartment
1.61 Cr - 2.13 Cr",1260 SQ.FT,₹ 1.89 Cr
396925,Majestique Ornate,"3 BHK Apartment
1.61 Cr - 2.13 Cr",1419 SQ.FT,₹ 2.13 Cr
396925,Majestique Ornate,"4 BHK Apartment
2 Cr - 2.76 Cr",1333.33 SQ.FT,₹ 2.0 Cr
396925,Majestique Ornate,"4 BHK Apartment
2 Cr - 2.76 Cr",1536.76 SQ.FT,₹ 2.31 Cr
396925,Majestique Ornate,"4 BHK Apartment
2 Cr - 2.76 Cr",1659.26 SQ.FT,₹ 2.49 Cr
396925,Majestique Ornate,"4 BHK Apartment
2 Cr - 2.76 Cr",1680 SQ.FT,₹ 2.52 Cr
396925,Majestique Ornate,"4 BHK Apartment
2 Cr - 2.76 Cr",1841 SQ.FT,₹ 2.76 Cr
414413,Sri Arthaya,"1 BHK Apartment
85.1 L - 1.02 Cr",405.26 SQ.FT,₹ 85.1 L
414413,Sri Arthaya,"1 BHK Apartment
85.1 L - 1.02 Cr",442.07 SQ.FT,₹ 92.83 L
414413,Sri Arthaya,"1 BHK Apartment
85.1 L - 1.02 Cr",484.27 SQ.FT,₹ 1.02 Cr
414413,Sri Arthaya,"2 BHK Apartment
1.37 Cr",653.15 SQ.FT,₹ 1.37 Cr
414413,Sri Arthaya,"3 BHK Apartment
1.56 Cr",742.71 SQ.FT,₹ 1.56 Cr
420343,Concorde Antares,"2 BHK Apartment
84.57 L - 90.99 L",988 SQ.FT,₹ 84.57 L
420343,Concorde Antares,"2 BHK Apartment
84.57 L - 90.99 L",1022 SQ.FT,₹ 87.48 L
420343,Concorde Antares,"2 BHK Apartment
84.57 L - 90.99 L",1063 SQ.FT,₹ 90.99 L
420343,Concorde Antares,"3 BHK Apartment
1.12 Cr - 1.24 Cr",1306 SQ.FT,₹ 1.12 Cr
420343,Concorde Antares,"3 BHK Apartment
1.12 Cr - 1.24 Cr",1321 SQ.FT,₹ 1.13 Cr
420343,Concorde Antares,"3 BHK Apartment
1.12 Cr - 1.24 Cr",1369 SQ.FT,₹ 1.17 Cr
420343,Concorde Antares,"3 BHK Apartment
1.12 Cr - 1.24 Cr",1450 SQ.FT,₹ 1.24 Cr
420851,Suraj Lumina,"2 BHK Apartment
3.34 Cr - 3.62 Cr",575 SQ.FT,₹ 3.34 Cr
420851,Suraj Lumina,"2 BHK Apartment
3.34 Cr - 3.62 Cr",578.13 SQ.FT,₹ 3.36 Cr
420851,Suraj Lumina,"2 BHK Apartment
3.34 Cr - 3.62 Cr",621 SQ.FT,₹ 3.61 Cr
420851,Suraj Lumina,"2 BHK Apartment
3.34 Cr - 3.62 Cr",622.37 SQ.FT,₹ 3.62 Cr
433951,DLH Dawn,2 BHK Apartment,673.61 SQ.FT,Price on Request
433951,DLH Dawn,2 BHK Apartment,1047.76 SQ.FT,Price on Request
433951,DLH Dawn,3 BHK Apartment,1221.06 SQ.FT,Price on Request
433951,DLH Dawn,3 BHK Apartment,1262.28 SQ.FT,Price on Request
433951,DLH Dawn,4 BHK Apartment,1393.5 SQ.FT,Price on Request
125349,Golden County Villa,"3 BHK Villa
98.39 L - 1.46 Cr",1610 SQ.FT,₹ 98.39 L
125349,Golden County Villa,"3 BHK Villa
98.39 L - 1.46 Cr",2387 SQ.FT,₹ 1.46 Cr
125349_child_1,Modi Golden County Villa,"3 BHK Villa
98.39 L - 1.46 Cr",1610 SQ.FT,₹ 98.39 L
125349_child_1,Modi Golden County Villa,"3 BHK Villa
98.39 L - 1.46 Cr",2387 SQ.FT,₹ 1.46 Cr
125349_phase_1,Modi Golden County Annexe,Plot,1457 SQ.FT,Price on Request
125349_phase_1,Modi Golden County Annexe,Plot,1547 SQ.FT,Price on Request
125349_phase_1,Modi Golden County Annexe,Plot,1572 SQ.FT,Price on Request
125349_phase_1,Modi Golden County Annexe,Plot,1587 SQ.FT,Price on Request
125349_phase_1,Modi Golden County Annexe,Plot,1600 SQ.FT,Price on Request
125349_phase_1,Modi Golden County Annexe,Plot,1620 SQ.FT,Price on Request
125349_phase_1,Modi Golden County Annexe,Plot,1628 SQ.FT,Price on Request
125349_phase_1,Modi Golden County Annexe,Plot,1669 SQ.FT,Price on Request
125349_phase_1,Modi Golden County Annexe,Plot,1681 SQ.FT,Price on Request
125349_phase_1,Modi Golden County Annexe,Plot,1708 SQ.FT,Price on Request
125349_phase_1,Modi Golden County Annexe,Plot,1746 SQ.FT,Price on Request
125349_phase_1,Modi Golden County Annexe,Plot,1776 SQ.FT,Price on Request
125349_phase_1,Modi Golden County Annexe,Plot,1789 SQ.FT,Price on Request
125349_phase_1,Modi Golden County Annexe,Plot,1852 SQ.FT,Price on Request
125349_phase_1,Modi Golden County Annexe,Plot,1922 SQ.FT,Price on Request
125349_phase_1,Modi Golden County Annexe,Plot,2471 SQ.FT,Price on Request
125349_phase_1,Modi Golden County Annexe,Plot,2909 SQ.FT,Price on Request
125349_phase_1,Modi Golden County Annexe,Plot,3730 SQ.FT,Price on Request
125349_phase_1,Modi Golden County Annexe,Plot,4423 SQ.FT,Price on Request
125349_phase_1,Modi Golden County Annexe,Plot,5754 SQ.FT,Price on Request
273851,Shantiniketan Vega Block A,"2 BHK Apartment
27.78 L",777 SQ.FT,₹ 27.78 L
273851,Shantiniketan Vega Block A,"3 BHK Apartment
35.64 L",997 SQ.FT,₹ 35.64 L
273879,Arihant Abode,"2 BHK Apartment
91.8 L",1020 SQ.FT,₹ 91.8 L
273879,Arihant Abode,"3 BHK Apartment
1.1 Cr - 1.21 Cr",1160 SQ.FT,₹ 1.1 Cr
273879,Arihant Abode,"3 BHK Apartment
1.1 Cr - 1.21 Cr",1270 SQ.FT,₹ 1.21 Cr
274711,Renaissance Reserva,"2 BHK Apartment
1.19 Cr - 1.22 Cr",1230 SQ.FT,"₹ 1.19 Cr
i"
274711,Renaissance Reserva,"2 BHK Apartment
1.19 Cr - 1.22 Cr",1260 SQ.FT,"₹ 1.22 Cr
i"
274711,Renaissance Reserva,"3 BHK Apartment
1.41 Cr - 1.42 Cr",1545 SQ.FT,"₹ 1.41 Cr
i"
274711,Renaissance Reserva,"3 BHK Apartment
1.41 Cr - 1.42 Cr",1550 SQ.FT,"₹ 1.42 Cr
i"
306221,JRC Palladio,"4 BHK Villa
2.84 Cr - 3.46 Cr",3227 SQ.FT,"₹ 2.84 Cr
i"
306221,JRC Palladio,"4 BHK Villa
2.84 Cr - 3.46 Cr",3261 SQ.FT,"₹ 2.94 Cr
i"
306221,JRC Palladio,"4 BHK Villa
2.84 Cr - 3.46 Cr",3835 SQ.FT,"₹ 3.37 Cr
i"
306221,JRC Palladio,"4 BHK Villa
2.84 Cr - 3.46 Cr",3853 SQ.FT,"₹ 3.46 Cr
i"
371291,Rahul Aston,"2 BHK Apartment
91.42 L - 97.05 L",779 SQ.FT,₹ 91.42 L
371291,Rahul Aston,"2 BHK Apartment
91.42 L - 97.05 L",793 SQ.FT,₹ 93.06 L
371291,Rahul Aston,"2 BHK Apartment
91.42 L - 97.05 L",794 SQ.FT,₹ 93.18 L
371291,Rahul Aston,"2 BHK Apartment
91.42 L - 97.05 L",795 SQ.FT,₹ 93.29 L
371291,Rahul Aston,"2 BHK Apartment
91.42 L - 97.05 L",799 SQ.FT,₹ 93.76 L
371291,Rahul Aston,"2 BHK Apartment
91.42 L - 97.05 L",827 SQ.FT,₹ 97.05 L
371291,Rahul Aston,"3 BHK Apartment
1.1 Cr - 1.15 Cr",940 SQ.FT,₹ 1.1 Cr
371291,Rahul Aston,"3 BHK Apartment
1.1 Cr - 1.15 Cr",943 SQ.FT,₹ 1.11 Cr
371291,Rahul Aston,"3 BHK Apartment
1.1 Cr - 1.15 Cr",944 SQ.FT,₹ 1.11 Cr
371291,Rahul Aston,"3 BHK Apartment
1.1 Cr - 1.15 Cr",949 SQ.FT,₹ 1.11 Cr
371291,Rahul Aston,"3 BHK Apartment
1.1 Cr - 1.15 Cr",953 SQ.FT,₹ 1.12 Cr
371291,Rahul Aston,"3 BHK Apartment
1.1 Cr - 1.15 Cr",956 SQ.FT,₹ 1.12 Cr
371291,Rahul Aston,"3 BHK Apartment
1.1 Cr - 1.15 Cr",978 SQ.FT,₹ 1.15 Cr
389272,Casagrand Aquene,1 BHK Apartment,519 SQ.FT,Price on Request
389272,Casagrand Aquene,1 BHK Apartment,794 SQ.FT,Price on Request
389272,Casagrand Aquene,1 BHK Apartment,814 SQ.FT,Price on Request
389272,Casagrand Aquene,1 BHK Apartment,816 SQ.FT,Price on Request
389272,Casagrand Aquene,2 BHK Apartment,1056 SQ.FT,Price on Request
389272,Casagrand Aquene,2 BHK Apartment,1057 SQ.FT,Price on Request
389272,Casagrand Aquene,2 BHK Apartment,1058 SQ.FT,Price on Request
389272,Casagrand Aquene,2 BHK Apartment,1069 SQ.FT,Price on Request
389272,Casagrand Aquene,2 BHK Apartment,1091 SQ.FT,Price on Request
389272,Casagrand Aquene,2 BHK Apartment,1198 SQ.FT,Price on Request
389272,Casagrand Aquene,2 BHK Apartment,1199 SQ.FT,₹ 59.95 L
389272,Casagrand Aquene,2 BHK Apartment,1268 SQ.FT,Price on Request
389272,Casagrand Aquene,2 BHK Apartment,1270 SQ.FT,Price on Request
389272,Casagrand Aquene,3 BHK Apartment,1522 SQ.FT,Price on Request
389272,Casagrand Aquene,3 BHK Apartment,1549 SQ.FT,Price on Request
389272,Casagrand Aquene,3 BHK Apartment,1550 SQ.FT,₹ 77.5 L
396698,Mars Planet,"2 BHK Apartment
1.05 Cr - 1.16 Cr",1194 SQ.FT,"₹ 1.05 Cr
i"
396698,Mars Planet,"2 BHK Apartment
1.05 Cr - 1.16 Cr",1318 SQ.FT,"₹ 1.16 Cr
i"
396698,Mars Planet,"2.5 BHK Apartment
1.09 Cr",1235 SQ.FT,"₹ 1.09 Cr
i"
396698,Mars Planet,"3 BHK Apartment
1.39 Cr - 1.49 Cr",1586 SQ.FT,"₹ 1.39 Cr
i"
396698,Mars Planet,"3 BHK Apartment
1.39 Cr - 1.49 Cr",1711 SQ.FT,"₹ 1.43 Cr
i"
396698,Mars Planet,"3 BHK Apartment
1.39 Cr - 1.49 Cr",1662 SQ.FT,"₹ 1.45 Cr
i"
396698,Mars Planet,"3 BHK Apartment
1.39 Cr - 1.49 Cr",1692 SQ.FT,"₹ 1.49 Cr
i"
409873,Radiance Regalia,"3 BHK Villa
1.41 Cr - 2.12 Cr",2231 SQ.FT,₹ 1.41 Cr
409873,Radiance Regalia,"3 BHK Villa
1.41 Cr - 2.12 Cr",2338 SQ.FT,₹ 1.47 Cr
409873,Radiance Regalia,"3 BHK Villa
1.41 Cr - 2.12 Cr",2392 SQ.FT,₹ 1.51 Cr
409873,Radiance Regalia,"3 BHK Villa
1.41 Cr - 2.12 Cr",2477 SQ.FT,₹ 1.56 Cr
409873,Radiance Regalia,"3 BHK Villa
1.41 Cr - 2.12 Cr",2528 SQ.FT,₹ 1.59 Cr
409873,Radiance Regalia,"3 BHK Villa
1.41 Cr - 2.12 Cr",2655 SQ.FT,₹ 1.67 Cr
409873,Radiance Regalia,"3 BHK Villa
1.41 Cr - 2.12 Cr",2506 SQ.FT,₹ 1.7 Cr
409873,Radiance Regalia,"3 BHK Villa
1.41 Cr - 2.12 Cr",2793 SQ.FT,₹ 1.76 Cr
409873,Radiance Regalia,"3 BHK Villa
1.41 Cr - 2.12 Cr",2802 SQ.FT,₹ 1.76 Cr
409873,Radiance Regalia,"3 BHK Villa
1.41 Cr - 2.12 Cr",2709 SQ.FT,₹ 1.84 Cr
409873,Radiance Regalia,"3 BHK Villa
1.41 Cr - 2.12 Cr",3355 SQ.FT,₹ 2.11 Cr
409873,Radiance Regalia,"3 BHK Villa
1.41 Cr - 2.12 Cr",3366 SQ.FT,₹ 2.12 Cr
409873,Radiance Regalia,"3.5 BHK Villa
1.89 Cr - 2.45 Cr",2994 SQ.FT,₹ 1.89 Cr
409873,Radiance Regalia,"3.5 BHK Villa
1.89 Cr - 2.45 Cr",3003 SQ.FT,₹ 2.04 Cr
409873,Radiance Regalia,"3.5 BHK Villa
1.89 Cr - 2.45 Cr",3596 SQ.FT,₹ 2.27 Cr
409873,Radiance Regalia,"3.5 BHK Villa
1.89 Cr - 2.45 Cr",3608 SQ.FT,₹ 2.45 Cr
409873,Radiance Regalia,"4 BHK Villa
3.1 Cr - 3.32 Cr",4553 SQ.FT,₹ 3.1 Cr
409873,Radiance Regalia,"4 BHK Villa
3.1 Cr - 3.32 Cr",4880 SQ.FT,₹ 3.32 Cr
413714,Kolte Patil 24K Manor,"3 BHK Apartment
2.51 Cr - 3.27 Cr",1433 SQ.FT,₹ 2.51 Cr
413714,Kolte Patil 24K Manor,"3 BHK Apartment
2.51 Cr - 3.27 Cr",1570 SQ.FT,₹ 2.75 Cr
413714,Kolte Patil 24K Manor,"3 BHK Apartment
2.51 Cr - 3.27 Cr",1867 SQ.FT,₹ 3.27 Cr
413714,Kolte Patil 24K Manor,"4 BHK Apartment
3.1 Cr - 3.92 Cr",1770 SQ.FT,₹ 3.1 Cr
413714,Kolte Patil 24K Manor,"4 BHK Apartment
3.1 Cr - 3.92 Cr",1774 SQ.FT,₹ 3.1 Cr
413714,Kolte Patil 24K Manor,"4 BHK Apartment
3.1 Cr - 3.92 Cr",1823 SQ.FT,₹ 3.19 Cr
413714,Kolte Patil 24K Manor,"4 BHK Apartment
3.1 Cr - 3.92 Cr",1867 SQ.FT,₹ 3.27 Cr
413714,Kolte Patil 24K Manor,"4 BHK Apartment
3.1 Cr - 3.92 Cr",1871 SQ.FT,₹ 3.27 Cr
413714,Kolte Patil 24K Manor,"4 BHK Apartment
3.1 Cr - 3.92 Cr",2029 SQ.FT,₹ 3.55 Cr
413714,Kolte Patil 24K Manor,"4 BHK Apartment
3.1 Cr - 3.92 Cr",2089 SQ.FT,₹ 3.66 Cr
413714,Kolte Patil 24K Manor,"4 BHK Apartment
3.1 Cr - 3.92 Cr",2240 SQ.FT,₹ 3.92 Cr
413742,Provident Ecopolitan Phase 1,"2 BHK Apartment
1.01 Cr",1057 SQ.FT,₹ 1.01 Cr
413742,Provident Ecopolitan Phase 1,"3 BHK Apartment
1.24 Cr - 1.37 Cr",1289 SQ.FT,₹ 1.24 Cr
413742,Provident Ecopolitan Phase 1,"3 BHK Apartment
1.24 Cr - 1.37 Cr",1427 SQ.FT,₹ 1.37 Cr
413742_child_1,Provident Ecopolitan,"3 BHK Apartment
1.54 Cr - 1.7 Cr",1289 SQ.FT,"₹ 1.54 Cr
i"
413742_child_1,Provident Ecopolitan,"3 BHK Apartment
1.54 Cr - 1.7 Cr",1427 SQ.FT,"₹ 1.7 Cr
i"
413742_phase_1,Provident Ecopolitan Phase 3,"1 BHK Apartment
58.76 L",409.03 SQ.FT,₹ 58.76 L
413742_phase_1,Provident Ecopolitan Phase 3,"2 BHK Apartment
85.05 L - 95.59 L",592.02 SQ.FT,₹ 85.05 L
413742_phase_1,Provident Ecopolitan Phase 3,"2 BHK Apartment
85.05 L - 95.59 L",602.56 SQ.FT,₹ 86.56 L
413742_phase_1,Provident Ecopolitan Phase 3,"2 BHK Apartment
85.05 L - 95.59 L",656.6 SQ.FT,₹ 94.33 L
413742_phase_1,Provident Ecopolitan Phase 3,"2 BHK Apartment
85.05 L - 95.59 L",665.42 SQ.FT,₹ 95.59 L
413742_phase_1,Provident Ecopolitan Phase 3,"3 BHK Apartment
1.19 Cr - 1.33 Cr",828.82 SQ.FT,₹ 1.19 Cr
413742_phase_1,Provident Ecopolitan Phase 3,"3 BHK Apartment
1.19 Cr - 1.33 Cr",830.76 SQ.FT,₹ 1.19 Cr
413742_phase_1,Provident Ecopolitan Phase 3,"3 BHK Apartment
1.19 Cr - 1.33 Cr",914.93 SQ.FT,₹ 1.31 Cr
413742_phase_1,Provident Ecopolitan Phase 3,"3 BHK Apartment
1.19 Cr - 1.33 Cr",925.48 SQ.FT,₹ 1.33 Cr
413742_phase_2,Provident Ecopolitan Phase 4,"1 BHK Apartment
54.29 L - 64.29 L",409.03 SQ.FT,₹ 54.29 L
413742_phase_2,Provident Ecopolitan Phase 4,"1 BHK Apartment
54.29 L - 64.29 L",484.38 SQ.FT,₹ 64.29 L
413742_phase_2,Provident Ecopolitan Phase 4,"2 BHK Apartment
90.39 L - 1.02 Cr",592.02 SQ.FT,₹ 90.39 L
413742_phase_2,Provident Ecopolitan Phase 4,"2 BHK Apartment
90.39 L - 1.02 Cr",656.6 SQ.FT,₹ 1.0 Cr
413742_phase_2,Provident Ecopolitan Phase 4,"2 BHK Apartment
90.39 L - 1.02 Cr",665.42 SQ.FT,₹ 1.02 Cr
413742_phase_2,Provident Ecopolitan Phase 4,"2 BHK Apartment
90.39 L - 1.02 Cr",665.42 SQ.FT,₹ 1.02 Cr
413742_phase_2,Provident Ecopolitan Phase 4,"3 BHK Apartment
1.1 Cr - 1.23 Cr",828.82 SQ.FT,₹ 1.1 Cr
413742_phase_2,Provident Ecopolitan Phase 4,"3 BHK Apartment
1.1 Cr - 1.23 Cr",914.93 SQ.FT,₹ 1.21 Cr
413742_phase_2,Provident Ecopolitan Phase 4,"3 BHK Apartment
1.1 Cr - 1.23 Cr",925.48 SQ.FT,₹ 1.23 Cr
413742_phase_2,Provident Ecopolitan Phase 4,"3 BHK Apartment
1.1 Cr - 1.23 Cr",925.48 SQ.FT,₹ 1.23 Cr
413742_phase_3,Provident Ecopolitan Phase 2,"1 BHK Apartment
65 L",409.67 SQ.FT,₹ 65.0 L
413742_phase_3,Provident Ecopolitan Phase 2,"2 BHK Apartment
95.6 L - 1.06 Cr",602.56 SQ.FT,₹ 95.6 L
413742_phase_3,Provident Ecopolitan Phase 2,"2 BHK Apartment
95.6 L - 1.06 Cr",665.42 SQ.FT,₹ 1.06 Cr
413742_phase_3,Provident Ecopolitan Phase 2,"3 BHK Apartment
1.32 Cr - 1.47 Cr",830.76 SQ.FT,₹ 1.32 Cr
413742_phase_3,Provident Ecopolitan Phase 2,"3 BHK Apartment
1.32 Cr - 1.47 Cr",917.73 SQ.FT,₹ 1.46 Cr
413742_phase_3,Provident Ecopolitan Phase 2,"3 BHK Apartment
1.32 Cr - 1.47 Cr",925.48 SQ.FT,₹ 1.47 Cr
413742_phase_4,Provident Ecopolitan Phase 1A,"1 BHK Apartment
58.28 L",405.91 SQ.FT,₹ 58.28 L
413742_phase_4,Provident Ecopolitan Phase 1A,"2 BHK Apartment
98.52 L - 1.02 Cr",645.3 SQ.FT,₹ 98.52 L
413742_phase_4,Provident Ecopolitan Phase 1A,"2 BHK Apartment
98.52 L - 1.02 Cr",665.42 SQ.FT,₹ 1.02 Cr
413742_phase_4,Provident Ecopolitan Phase 1A,"3 BHK Apartment
1.15 Cr - 1.29 Cr",826.99 SQ.FT,₹ 1.15 Cr
413742_phase_4,Provident Ecopolitan Phase 1A,"3 BHK Apartment
1.15 Cr - 1.29 Cr",830.76 SQ.FT,₹ 1.16 Cr
413742_phase_4,Provident Ecopolitan Phase 1A,"3 BHK Apartment
1.15 Cr - 1.29 Cr",917.73 SQ.FT,₹ 1.28 Cr
413742_phase_4,Provident Ecopolitan Phase 1A,"3 BHK Apartment
1.15 Cr - 1.29 Cr",925.48 SQ.FT,₹ 1.29 Cr
414839,Patteeswarar Paradise Magizham,"2 BHK Apartment
86.52 L - 86.84 L",1331 SQ.FT,₹ 86.52 L
414839,Patteeswarar Paradise Magizham,"2 BHK Apartment
86.52 L - 86.84 L",1336 SQ.FT,₹ 86.84 L
414839,Patteeswarar Paradise Magizham,"3 BHK Apartment
99.45 L - 1.24 Cr",1530 SQ.FT,₹ 99.45 L
414839,Patteeswarar Paradise Magizham,"3 BHK Apartment
99.45 L - 1.24 Cr",1669 SQ.FT,₹ 1.08 Cr
414839,Patteeswarar Paradise Magizham,"3 BHK Apartment
99.45 L - 1.24 Cr",1673 SQ.FT,₹ 1.09 Cr
414839,Patteeswarar Paradise Magizham,"3 BHK Apartment
99.45 L - 1.24 Cr",1749 SQ.FT,₹ 1.14 Cr
414839,Patteeswarar Paradise Magizham,"3 BHK Apartment
99.45 L - 1.24 Cr",1831 SQ.FT,₹ 1.19 Cr
414839,Patteeswarar Paradise Magizham,"3 BHK Apartment
99.45 L - 1.24 Cr",1891 SQ.FT,₹ 1.23 Cr
414839,Patteeswarar Paradise Magizham,"3 BHK Apartment
99.45 L - 1.24 Cr",1909 SQ.FT,₹ 1.24 Cr
414839,Patteeswarar Paradise Magizham,"4 BHK Apartment
1.63 Cr",2509 SQ.FT,₹ 1.63 Cr
418790,Ravi Building No 18 The Gateway,2 BHK Apartment,661 SQ.FT,Price on Request
418790,Ravi Building No 18 The Gateway,2 BHK Apartment,665 SQ.FT,Price on Request
418790,Ravi Building No 18 The Gateway,2 BHK Apartment,685.88 SQ.FT,₹ 1.88 Cr
418790,Ravi Building No 18 The Gateway,2 BHK Apartment,688 SQ.FT,Price on Request
